customer_id,freq,avg_amount,max_amount,min_amount,category
CS2351,23,73.0,103,37,High
CS2352,20,76.95,103,41,Medium
CS2353,16,69.625,104,44,Medium
CS2354,23,73.1304347826087,102,37,High
CS2355,20,72.9,105,36,High
CS2356,20,66.75,96,40,Medium
CS2357,24,73.04166666666667,105,38,High
CS2358,15,73.66666666666667,103,44,Medium
CS2359,24,73.75,102,37,High
CS2360,13,67.76923076923077,99,35,Medium
CS2361,30,73.1,104,37,High
CS2362,21,71.66666666666667,105,44,Medium
CS2363,24,64.58333333333333,99,35,Medium
CS2364,25,74.64,105,35,High
CS2365,15,66.26666666666667,96,40,Low
CS2366,18,64.22222222222223,103,35,Medium
CS2367,19,63.578947368421055,103,36,Medium
CS2368,27,68.85185185185185,101,39,Medium
CS2369,24,72.33333333333333,102,39,High
CS2370,21,67.61904761904762,98,35,Medium
CS2371,22,66.13636363636364,105,35,Medium
CS2372,22,71.31818181818181,104,38,Medium
CS2373,26,66.46153846153847,105,37,High
CS2374,20,67.0,101,40,Medium
CS2375,21,77.47619047619048,105,36,High
CS2376,10,65.6,89,37,Low
CS2377,24,73.45833333333333,104,42,High
CS2378,25,67.2,104,37,Medium
CS2379,16,76.5625,101,38,Medium
CS2380,9,79.66666666666667,105,44,Medium
CS2381,19,68.0,104,39,Medium
CS2382,17,73.3529411764706,98,35,Medium
CS2383,20,61.35,82,37,Low
CS2384,21,63.0,97,35,Low
CS2385,18,72.16666666666667,103,36,Medium
CS2386,21,73.9047619047619,102,39,Medium
CS2387,24,73.25,105,37,High
CS2388,21,68.80952380952381,100,41,Medium
CS2389,20,80.65,104,45,Medium
CS2390,10,73.6,104,35,Medium
CS2391,25,70.72,102,39,Medium
CS2392,18,71.55555555555556,105,40,Medium
CS2393,20,64.15,102,36,Medium
CS2394,18,76.55555555555556,99,44,Medium
CS2395,22,68.0909090909091,103,35,Medium
CS2396,11,72.36363636363636,105,39,Medium
CS2397,23,65.78260869565217,105,35,High
CS2398,18,74.33333333333333,100,38,Medium
CS2399,25,71.08,105,41,High
CS2400,16,67.625,100,37,Medium
CS2401,15,67.33333333333333,103,38,Medium
CS2402,13,81.76923076923077,104,38,Medium
CS2403,24,68.33333333333333,103,35,Medium
CS2404,23,71.34782608695652,102,37,Medium
CS2405,12,69.5,102,38,Medium
CS2406,15,70.13333333333334,103,36,Medium
CS2407,25,69.28,104,38,Medium
CS2408,11,62.45454545454545,95,35,Low
CS2409,15,65.93333333333334,95,36,Low
CS2410,13,65.15384615384616,103,35,Medium
CS2411,21,72.71428571428571,104,44,Medium
CS2412,16,67.75,102,42,Medium
CS2413,15,71.6,103,40,Medium
CS2414,19,78.52631578947368,104,43,Medium
CS2415,25,72.84,105,42,High
CS2416,20,67.65,105,35,Medium
CS2417,18,68.61111111111111,102,37,Medium
CS2418,15,63.4,96,36,Low
CS2419,22,76.18181818181819,105,40,High
CS2420,22,66.81818181818181,105,35,Medium
CS2421,28,73.35714285714286,102,40,High
CS2422,20,71.75,101,38,Medium
CS2423,20,66.65,101,38,Medium
CS2424,20,76.8,101,48,Medium
CS2425,23,71.6086956521739,96,36,Medium
CS2426,18,71.55555555555556,99,38,Medium
CS2427,15,74.8,104,40,Medium
CS2428,20,72.3,105,35,High
CS2429,25,72.64,104,35,High
CS2430,27,65.03703703703704,101,35,Medium
CS2431,14,70.07142857142857,104,38,Medium
CS2432,19,78.57894736842105,105,39,High
CS2433,30,64.26666666666667,103,35,Medium
CS2434,26,67.15384615384616,104,36,Medium
CS2435,16,66.0,98,41,Medium
CS2436,22,73.04545454545455,105,44,High
CS2437,21,76.71428571428571,105,39,High
CS2438,22,64.68181818181819,102,37,Medium
CS2439,23,70.34782608695652,104,37,Medium
CS2440,11,73.54545454545455,102,39,Medium
CS2441,23,65.78260869565217,101,37,Medium
CS2442,28,66.75,100,36,Medium
CS2443,19,65.57894736842105,104,36,Medium
CS2444,15,62.53333333333333,82,37,Low
CS2445,19,59.73684210526316,104,36,Medium
CS2446,10,70.1,101,40,Medium
CS2447,17,78.17647058823529,102,43,Medium
CS2448,21,65.38095238095238,105,35,Medium
CS2449,16,72.875,103,36,Medium
CS2450,16,77.375,105,50,Medium
CS2451,16,73.0625,105,43,Medium
CS2452,20,64.55,103,35,Medium
CS2453,19,72.3157894736842,105,37,High
CS2454,23,71.43478260869566,105,41,High
CS2455,24,63.333333333333336,101,36,Medium
CS2456,17,71.70588235294117,103,40,Medium
CS2457,24,65.5,103,36,Medium
CS2458,16,64.875,99,39,Medium
CS2459,27,72.88888888888889,105,36,High
CS2460,23,66.3913043478261,105,36,High
CS2461,22,61.59090909090909,105,36,Medium
CS2462,20,71.55,105,37,Medium
CS2463,17,66.52941176470588,104,38,Medium
CS2464,18,69.05555555555556,101,36,Medium
CS2465,20,72.8,105,43,High
CS2466,16,64.375,104,36,Medium
CS2467,13,62.61538461538461,102,35,Low
CS2468,25,75.68,105,41,High
CS2469,20,66.1,104,36,Medium
CS2470,15,81.06666666666666,104,39,Medium
CS2471,18,67.66666666666667,102,42,Medium
CS2472,19,64.78947368421052,98,35,Medium
CS2473,19,75.21052631578948,105,36,High
CS2474,17,62.94117647058823,88,36,Low
CS2475,16,61.8125,105,35,Medium
CS2476,22,76.18181818181819,100,36,Medium
CS2477,15,64.6,89,48,Low
CS2478,17,68.47058823529412,104,41,Medium
CS2479,10,74.7,103,38,Medium
CS2480,19,68.21052631578948,97,35,Medium
CS2481,15,60.4,96,36,Low
CS2482,31,67.6774193548387,105,36,High
CS2483,15,75.73333333333333,104,37,Medium
CS2484,17,67.17647058823529,94,37,Medium
CS2485,21,72.23809523809524,105,35,High
CS2486,20,70.9,105,36,Medium
CS2487,25,69.08,102,40,Medium
CS2488,19,69.36842105263158,102,39,Medium
CS2489,19,64.63157894736842,104,39,Medium
CS2490,22,70.95454545454545,99,36,Medium
CS2491,19,67.47368421052632,105,35,Medium
CS2492,17,71.23529411764706,96,44,Medium
CS2493,28,64.89285714285714,101,35,Medium
CS2494,21,79.9047619047619,103,40,Medium
CS2495,17,62.76470588235294,104,35,Medium
CS2496,23,68.3913043478261,95,37,Medium
CS2497,17,62.88235294117647,96,35,Low
CS2498,14,64.0,95,35,Low
CS2499,21,72.14285714285714,104,35,Medium
CS2500,17,64.88235294117646,96,39,Medium
CS2501,23,69.56521739130434,104,35,Medium
CS2502,24,77.95833333333333,104,37,High
CS2503,15,66.73333333333333,99,38,Medium
CS2504,11,84.27272727272727,103,50,Medium
CS2505,16,69.125,105,39,Medium
CS2506,20,75.25,102,36,Medium
CS2507,23,74.82608695652173,103,37,High
CS2508,29,70.65517241379311,105,35,High
CS2509,13,75.46153846153847,105,41,Medium
CS2510,20,65.0,97,35,Medium
CS2511,18,71.72222222222223,105,35,Medium
CS2512,25,75.08,105,36,High
CS2513,22,73.5909090909091,104,38,Medium
CS2514,21,66.9047619047619,103,41,Medium
CS2515,22,68.95454545454545,104,37,Medium
CS2516,17,74.0,105,49,High
CS2517,15,61.2,105,37,Medium
CS2518,21,61.57142857142857,89,36,Low
CS2519,25,77.36,105,37,High
CS2520,22,69.27272727272727,105,36,Medium
CS2521,21,66.71428571428571,100,39,Medium
CS2522,19,72.26315789473684,103,38,Medium
CS2523,17,67.6470588235294,102,39,Medium
CS2524,16,72.75,103,36,Medium
CS2525,20,71.75,102,44,Medium
CS2526,14,72.42857142857143,105,36,Medium
CS2527,23,71.91304347826087,105,41,High
CS2528,17,66.58823529411765,102,35,Medium
CS2529,19,82.3157894736842,104,40,Medium
CS2530,19,59.05263157894737,101,35,Medium
CS2531,26,68.07692307692308,97,35,Medium
CS2532,14,79.0,102,40,Medium
CS2533,24,67.04166666666667,103,35,Medium
CS2534,19,73.21052631578948,104,40,Medium
CS2535,18,75.27777777777777,105,35,High
CS2536,25,75.44,101,35,High
CS2537,17,64.41176470588235,105,35,Medium
CS2538,22,67.13636363636364,104,35,Medium
CS2539,18,69.94444444444444,100,39,Medium
CS2540,20,67.6,102,39,Medium
CS2541,28,70.28571428571429,100,35,Medium
CS2542,17,75.47058823529412,105,35,High
CS2543,22,72.54545454545455,102,35,Medium
CS2544,22,67.72727272727273,104,35,Medium
CS2545,24,76.16666666666667,104,38,High
CS2546,24,66.16666666666667,97,39,Medium
CS2547,19,70.63157894736842,99,36,Medium
CS2548,24,69.20833333333333,104,36,Medium
CS2549,17,71.3529411764706,104,37,Medium
CS2550,12,61.833333333333336,97,35,Low
CS2551,22,75.9090909090909,104,39,Medium
CS2552,27,67.66666666666667,105,41,High
CS2553,17,70.58823529411765,99,35,Medium
CS2554,12,70.91666666666667,104,38,Medium
CS2555,18,63.666666666666664,104,35,Medium
CS2556,19,77.05263157894737,103,38,Medium
CS2557,16,74.5625,104,41,Medium
CS2558,19,68.6842105263158,104,42,Medium
CS2559,10,77.4,102,37,Medium
CS2560,16,63.25,105,36,Medium
CS2561,19,65.10526315789474,105,36,Medium
CS2562,13,76.84615384615384,102,38,Medium
CS2563,17,62.05882352941177,104,39,Medium
CS2564,16,69.625,98,35,Medium
CS2565,22,66.4090909090909,105,37,Medium
CS2566,17,73.11764705882354,103,38,Medium
CS2567,17,68.0,105,41,Medium
CS2568,28,67.89285714285714,105,35,High
CS2569,24,73.875,99,37,High
CS2570,10,75.4,97,47,Medium
CS2571,21,75.71428571428571,105,38,High
CS2572,15,73.4,98,38,Medium
CS2573,18,67.66666666666667,99,40,Medium
CS2574,15,66.0,105,42,Medium
CS2575,24,77.45833333333333,102,45,High
CS2576,12,76.33333333333333,101,46,Medium
CS2577,18,72.38888888888889,105,36,High
CS2578,25,68.04,103,35,Medium
CS2579,30,66.86666666666666,105,36,High
CS2580,20,59.35,103,37,Medium
CS2581,14,76.78571428571429,104,36,Medium
CS2582,29,64.17241379310344,103,35,Medium
CS2583,15,65.8,103,38,Medium
CS2584,25,72.56,102,37,High
CS2585,21,70.66666666666667,105,38,Medium
CS2586,16,66.3125,103,38,Medium
CS2587,12,62.25,95,39,Low
CS2588,23,67.8695652173913,105,38,High
CS2589,20,72.1,102,35,Medium
CS2590,22,65.31818181818181,99,37,Medium
CS2591,22,73.13636363636364,103,42,Medium
CS2592,20,75.95,105,37,High
CS2593,14,85.64285714285714,103,56,Medium
CS2594,20,71.0,100,37,Medium
CS2595,23,65.91304347826087,97,35,Medium
CS2596,12,76.91666666666667,102,39,Medium
CS2597,21,70.19047619047619,105,35,Medium
CS2598,18,69.11111111111111,97,37,Medium
CS2599,28,70.5,104,36,Medium
CS2600,25,70.72,101,38,Medium
CS2601,25,73.6,104,39,High
CS2602,20,74.2,105,38,High
CS2603,17,70.94117647058823,104,36,Medium
CS2604,22,64.81818181818181,100,36,Medium
CS2605,18,65.66666666666667,103,40,Medium
CS2606,17,71.23529411764706,104,41,Medium
CS2607,13,60.23076923076923,90,40,Low
CS2608,16,62.0625,101,35,Low
CS2609,15,77.06666666666666,104,44,Medium
CS2610,22,74.95454545454545,105,37,High
CS2611,21,77.28571428571429,103,35,Medium
CS2612,21,71.9047619047619,102,38,Medium
CS2613,22,69.86363636363636,104,40,Medium
CS2614,18,65.55555555555556,97,39,Medium
CS2615,30,69.66666666666667,103,35,Medium
CS2616,9,63.22222222222222,95,36,Low
CS2617,17,68.05882352941177,104,35,Medium
CS2618,18,72.5,103,35,Medium
CS2619,21,66.04761904761905,105,39,Medium
CS2620,35,67.42857142857143,104,38,Medium
CS2621,23,66.95652173913044,99,36,Medium
CS2622,21,79.23809523809524,105,35,High
CS2623,23,70.82608695652173,102,45,Medium
CS2624,27,71.07407407407408,104,39,Medium
CS2625,25,70.48,104,38,Medium
CS2626,12,77.16666666666667,104,38,Medium
CS2627,21,72.57142857142857,105,36,High
CS2628,29,73.62068965517241,102,36,High
CS2629,12,69.0,102,35,Medium
CS2630,17,72.58823529411765,99,35,Medium
CS2631,13,74.76923076923077,100,45,Medium
CS2632,18,64.66666666666667,102,36,Medium
CS2633,19,72.15789473684211,104,42,Medium
CS2634,19,74.89473684210526,105,41,High
CS2635,23,62.52173913043478,87,36,Medium
CS2636,16,72.75,105,35,Medium
CS2637,26,73.15384615384616,101,37,High
CS2638,25,67.6,105,36,High
CS2639,26,69.11538461538461,101,36,Medium
CS2640,18,72.0,105,38,Medium
CS2641,19,64.57894736842105,104,37,Medium
CS2642,17,69.41176470588235,101,35,Medium
CS2643,22,74.72727272727273,102,36,Medium
CS2644,20,75.35,105,37,High
CS2645,14,61.285714285714285,91,36,Low
CS2646,17,59.94117647058823,93,35,Low
CS2647,23,79.56521739130434,103,40,High
CS2648,25,64.4,102,35,Medium
CS2649,21,69.52380952380952,105,37,Medium
CS2650,15,76.6,105,38,Medium
CS2651,22,77.81818181818181,104,52,Medium
CS2652,20,72.0,105,37,Medium
CS2653,22,66.0909090909091,102,44,Medium
CS2654,16,59.5,101,36,Low
CS2655,27,70.22222222222223,105,35,High
CS2656,24,72.04166666666667,104,36,High
CS2657,29,78.82758620689656,101,38,High
CS2658,24,75.66666666666667,105,42,High
CS2659,20,71.45,103,36,Medium
CS2660,15,56.266666666666666,95,35,Low
CS2661,26,72.07692307692308,104,35,High
CS2662,26,66.73076923076923,100,39,Medium
CS2663,24,74.5,102,35,High
CS2664,23,65.73913043478261,105,35,High
CS2665,19,67.0,102,40,Medium
CS2666,18,73.38888888888889,105,36,High
CS2667,14,70.92857142857143,102,37,Medium
CS2668,19,75.10526315789474,105,39,High
CS2669,30,65.1,99,35,Medium
CS2670,20,69.9,101,35,Medium
CS2671,20,77.7,103,35,Medium
CS2672,20,76.5,101,37,Medium
CS2673,15,74.13333333333334,105,36,Medium
CS2674,12,71.16666666666667,102,39,Medium
CS2675,17,83.0,103,38,Medium
CS2676,24,70.54166666666667,100,37,Medium
CS2677,14,73.21428571428571,101,46,Medium
CS2678,13,75.23076923076923,105,43,Medium
CS2679,29,68.48275862068965,104,36,Medium
CS2680,16,61.625,99,37,Low
CS2681,21,62.142857142857146,100,39,Medium
CS2682,29,70.51724137931035,105,37,High
CS2683,25,66.6,103,36,Medium
CS2684,15,78.93333333333334,105,49,Medium
CS2685,20,73.7,101,35,Medium
CS2686,22,63.59090909090909,105,37,Medium
CS2687,28,61.82142857142857,103,35,Medium
CS2688,22,66.0,104,35,Medium
CS2689,13,76.3076923076923,100,48,Medium
CS2690,21,74.28571428571429,104,40,Medium
CS2691,16,70.0625,101,40,Medium
CS2692,28,68.32142857142857,102,43,Medium
CS2693,21,78.80952380952381,104,46,Medium
CS2694,19,66.78947368421052,104,35,Medium
CS2695,23,66.8695652173913,103,39,Medium
CS2696,18,71.77777777777777,103,38,Medium
CS2697,16,66.25,94,41,Low
CS2698,12,55.916666666666664,81,37,Low
CS2699,19,67.36842105263158,104,39,Medium
CS2700,26,72.07692307692308,105,35,High
CS2701,18,61.166666666666664,92,35,Low
CS2702,29,72.06896551724138,95,35,Medium
CS2703,25,64.6,105,38,High
CS2704,20,73.1,100,35,Medium
CS2705,17,74.58823529411765,105,35,High
CS2706,20,71.7,98,35,Medium
CS2707,21,71.33333333333333,101,35,Medium
CS2708,23,67.21739130434783,100,37,Medium
CS2709,13,72.0,105,41,Medium
CS2710,22,74.31818181818181,105,35,High
CS2711,18,72.33333333333333,105,39,High
CS2712,20,68.3,102,35,Medium
CS2713,20,66.45,105,36,Medium
CS2714,13,67.0,100,44,Medium
CS2715,20,68.45,103,41,Medium
CS2716,16,83.4375,105,35,Medium
CS2717,12,68.91666666666667,104,38,Medium
CS2718,11,68.27272727272727,95,38,Low
CS2719,25,66.68,104,38,Medium
CS2720,21,61.61904761904762,96,36,Low
CS2721,23,74.8695652173913,102,41,High
CS2722,21,68.14285714285714,92,42,Medium
CS2723,21,68.85714285714286,101,35,Medium
CS2724,14,83.28571428571429,104,51,Medium
CS2725,21,66.42857142857143,104,35,Medium
CS2726,20,71.05,103,35,Medium
CS2727,25,67.92,104,36,Medium
CS2728,20,74.4,105,40,High
CS2729,21,66.71428571428571,87,36,Medium
CS2730,16,74.125,104,37,Medium
CS2731,22,78.9090909090909,105,37,High
CS2732,18,75.66666666666667,105,38,High
CS2733,24,71.875,98,39,Medium
CS2734,19,65.36842105263158,104,38,Medium
CS2735,26,69.73076923076923,94,44,Medium
CS2736,25,69.32,99,37,Medium
CS2737,20,65.85,103,37,Medium
CS2738,25,71.96,103,37,Medium
CS2739,27,72.66666666666667,105,36,High
CS2740,14,74.85714285714286,105,38,Medium
CS2741,23,66.43478260869566,98,35,Medium
CS2742,24,65.20833333333333,105,35,High
CS2743,20,64.75,105,35,Medium
CS2744,18,65.22222222222223,98,35,Medium
CS2745,24,63.541666666666664,103,38,Medium
CS2746,15,68.2,98,35,Medium
CS2747,18,71.33333333333333,103,37,Medium
CS2748,23,66.82608695652173,105,35,High
CS2749,18,68.05555555555556,95,35,Medium
CS2750,17,62.76470588235294,94,37,Low
CS2751,22,71.4090909090909,104,35,Medium
CS2752,18,61.111111111111114,102,35,Medium
CS2753,18,69.77777777777777,103,40,Medium
CS2754,22,74.45454545454545,104,35,Medium
CS2755,30,66.1,105,35,High
CS2756,23,63.04347826086956,103,37,Medium
CS2757,22,69.36363636363636,102,35,Medium
CS2758,15,63.8,93,40,Low
CS2759,18,73.05555555555556,98,35,Medium
CS2760,15,72.73333333333333,105,41,Medium
CS2761,17,71.41176470588235,103,37,Medium
CS2762,12,62.916666666666664,93,43,Low
CS2763,11,76.27272727272727,104,46,Medium
CS2764,13,76.15384615384616,105,43,Medium
CS2765,24,68.29166666666667,99,42,Medium
CS2766,27,63.18518518518518,91,35,Medium
CS2767,18,73.5,105,37,High
CS2768,18,72.55555555555556,103,47,Medium
CS2769,30,73.4,105,35,High
CS2770,25,68.28,96,35,Medium
CS2771,25,66.84,105,35,High
CS2772,17,71.05882352941177,100,35,Medium
CS2773,22,67.0,104,35,Medium
CS2774,11,69.36363636363636,95,44,Low
CS2775,22,72.72727272727273,101,37,Medium
CS2776,28,74.96428571428571,104,43,High
CS2777,20,72.85,103,36,Medium
CS2778,16,72.3125,101,37,Medium
CS2779,14,66.71428571428571,97,36,Low
CS2780,18,72.38888888888889,99,43,Medium
CS2781,16,68.625,103,42,Medium
CS2782,21,75.47619047619048,105,37,High
CS2783,29,71.03448275862068,101,38,Medium
CS2784,24,72.91666666666667,99,37,High
CS2785,23,74.0,103,36,High
CS2786,29,70.13793103448276,102,37,Medium
CS2787,23,71.34782608695652,103,40,Medium
CS2788,19,64.10526315789474,96,40,Medium
CS2789,26,77.03846153846153,104,35,High
CS2790,19,78.73684210526316,103,35,Medium
CS2791,19,72.6842105263158,104,37,Medium
CS2792,21,74.14285714285714,105,36,High
CS2793,22,75.81818181818181,103,36,Medium
CS2794,23,77.78260869565217,105,36,High
CS2795,22,73.13636363636364,105,36,High
CS2796,18,71.05555555555556,103,50,Medium
CS2797,20,67.6,104,35,Medium
CS2798,21,73.0952380952381,104,45,Medium
CS2799,17,64.82352941176471,99,37,Medium
CS2800,16,66.4375,98,37,Medium
CS2801,18,63.77777777777778,104,35,Medium
CS2802,20,67.35,104,42,Medium
CS2803,15,68.93333333333334,98,41,Medium
CS2804,22,69.54545454545455,101,36,Medium
CS2805,18,61.333333333333336,103,35,Medium
CS2806,11,69.27272727272727,91,50,Low
CS2807,19,69.26315789473684,101,36,Medium
CS2808,24,62.875,98,35,Medium
CS2809,24,66.41666666666667,104,35,Medium
CS2810,15,72.13333333333334,105,38,Medium
CS2811,17,65.29411764705883,96,40,Medium
CS2812,16,70.875,104,42,Medium
CS2813,23,69.26086956521739,105,37,High
CS2814,18,76.94444444444444,104,36,Medium
CS2815,16,72.875,104,40,Medium
CS2816,21,66.71428571428571,101,39,Medium
CS2817,21,66.95238095238095,105,40,Medium
CS2818,29,69.58620689655173,103,36,Medium
CS2819,20,66.9,103,37,Medium
CS2820,23,69.3913043478261,99,39,Medium
CS2821,27,69.03703703703704,99,35,Medium
CS2822,15,75.4,101,37,Medium
CS2823,25,69.24,102,35,Medium
CS2824,20,64.6,94,35,Medium
CS2825,14,62.357142857142854,97,39,Low
CS2826,18,63.44444444444444,103,37,Medium
CS2827,21,69.28571428571429,105,38,Medium
CS2828,20,67.5,103,40,Medium
CS2829,24,74.75,105,38,High
CS2830,28,73.92857142857143,103,39,High
CS2831,17,73.52941176470588,102,37,Medium
CS2832,24,66.04166666666667,105,35,High
CS2833,18,72.16666666666667,102,35,Medium
CS2834,24,72.79166666666667,102,35,High
CS2835,24,75.0,105,39,High
CS2836,18,72.05555555555556,103,44,Medium
CS2837,26,69.73076923076923,105,37,High
CS2838,18,80.33333333333333,102,54,Medium
CS2839,19,68.15789473684211,105,35,Medium
CS2840,29,71.51724137931035,103,42,Medium
CS2841,12,66.0,99,39,Medium
CS2842,24,72.20833333333333,104,39,High
CS2843,18,76.33333333333333,104,37,Medium
CS2844,11,67.27272727272727,94,37,Low
CS2845,27,67.74074074074075,105,36,High
CS2846,19,67.52631578947368,100,35,Medium
CS2847,21,71.0952380952381,104,35,Medium
CS2848,19,70.05263157894737,102,39,Medium
CS2849,21,61.95238095238095,105,35,Medium
CS2850,17,66.52941176470588,105,40,Medium
CS2851,19,73.26315789473684,102,36,Medium
CS2852,16,71.9375,101,38,Medium
CS2853,25,71.16,103,36,Medium
CS2854,23,68.0,105,36,High
CS2855,19,70.84210526315789,102,36,Medium
CS2856,21,68.95238095238095,98,35,Medium
CS2857,15,73.0,101,38,Medium
CS2858,23,67.6086956521739,103,35,Medium
CS2859,13,60.92307692307692,96,36,Low
CS2860,21,64.57142857142857,104,35,Medium
CS2861,14,77.28571428571429,104,37,Medium
CS2862,24,72.25,105,35,High
CS2863,25,68.64,103,46,Medium
CS2864,23,62.69565217391305,101,36,Medium
CS2865,25,74.72,105,42,High
CS2866,22,67.63636363636364,105,38,Medium
CS2867,21,69.71428571428571,105,36,Medium
CS2868,20,75.35,105,35,High
CS2869,21,69.14285714285714,105,35,Medium
CS2870,24,69.58333333333333,103,35,Medium
CS2871,29,73.24137931034483,104,35,High
CS2872,22,76.0909090909091,105,38,High
CS2873,29,70.51724137931035,103,35,Medium
CS2874,14,66.42857142857143,104,38,Medium
CS2875,15,67.13333333333334,100,39,Medium
CS2876,21,65.19047619047619,100,35,Medium
CS2877,24,69.875,102,41,Medium
CS2878,23,70.0,104,35,Medium
CS2879,15,68.53333333333333,99,36,Medium
CS2880,20,74.1,105,44,High
CS2881,26,69.26923076923077,103,40,Medium
CS2882,11,71.0,103,36,Medium
CS2883,21,78.95238095238095,104,60,Medium
CS2884,21,66.61904761904762,103,39,Medium
CS2885,28,63.607142857142854,104,35,Medium
CS2886,16,56.0625,95,35,Low
CS2887,25,61.08,104,35,Medium
CS2888,24,74.66666666666667,104,40,High
CS2889,22,69.81818181818181,103,35,Medium
CS2890,19,68.84210526315789,103,44,Medium
CS2891,24,75.95833333333333,105,36,High
CS2892,17,69.47058823529412,93,43,Medium
CS2893,24,71.83333333333333,102,38,Medium
CS2894,19,72.47368421052632,105,38,High
CS2895,21,62.095238095238095,94,36,Low
CS2896,24,76.875,105,37,High
CS2897,16,74.25,102,35,Medium
CS2898,21,63.61904761904762,104,35,Medium
CS2899,24,69.70833333333333,104,35,Medium
CS2900,26,75.15384615384616,104,43,High
CS2901,19,66.26315789473684,98,36,Medium
CS2902,28,70.03571428571429,105,36,High
CS2903,17,75.82352941176471,103,41,Medium
CS2904,25,74.76,105,35,High
CS2905,17,69.70588235294117,99,36,Medium
CS2906,27,71.66666666666667,105,38,High
CS2907,29,70.3103448275862,102,35,Medium
CS2908,16,66.3125,99,36,Medium
CS2909,19,74.3157894736842,105,35,High
CS2910,23,58.47826086956522,96,37,Medium
CS2911,21,71.95238095238095,104,44,Medium
CS2912,20,68.05,104,36,Medium
CS2913,21,70.95238095238095,105,35,Medium
CS2914,26,68.92307692307692,104,39,Medium
CS2915,24,72.875,103,38,High
CS2916,21,72.0952380952381,105,41,High
CS2917,20,73.7,102,44,Medium
CS2918,24,72.54166666666667,104,36,High
CS2919,18,72.94444444444444,104,39,Medium
CS2920,21,67.57142857142857,92,42,Medium
CS2921,16,65.25,103,37,Medium
CS2922,15,65.13333333333334,105,39,Medium
CS2923,13,74.3076923076923,99,54,Medium
CS2924,21,69.47619047619048,104,36,Medium
CS2925,14,71.21428571428571,97,39,Low
CS2926,14,70.42857142857143,100,41,Medium
CS2927,25,63.24,103,35,Medium
CS2928,17,73.11764705882354,100,36,Medium
CS2929,22,65.86363636363636,103,35,Medium
CS2930,26,75.1923076923077,103,35,High
CS2931,21,73.80952380952381,102,36,Medium
CS2932,18,68.22222222222223,102,37,Medium
CS2933,13,69.23076923076923,99,43,Medium
CS2934,17,72.17647058823529,97,47,Medium
CS2935,21,66.0952380952381,104,37,Medium
CS2936,13,62.53846153846154,102,36,Low
CS2937,20,69.7,102,36,Medium
CS2938,30,67.96666666666667,103,35,Medium
CS2939,17,72.17647058823529,103,35,Medium
CS2940,21,63.523809523809526,105,37,Medium
CS2941,13,82.84615384615384,103,54,Medium
CS2942,17,73.29411764705883,104,36,Medium
CS2943,19,68.73684210526316,100,44,Medium
CS2944,17,72.88235294117646,100,35,Medium
CS2945,26,73.5,105,40,High
CS2946,31,72.19354838709677,104,37,High
CS2947,19,70.94736842105263,103,39,Medium
CS2948,17,70.52941176470588,100,35,Medium
CS2949,24,65.875,105,36,High
CS2950,16,67.0,103,37,Medium
CS2951,32,74.4375,103,42,High
CS2952,25,67.64,97,35,Medium
CS2953,17,64.29411764705883,103,36,Medium
CS2954,17,82.58823529411765,105,44,High
CS2955,17,70.05882352941177,103,40,Medium
CS2956,29,70.6896551724138,101,36,Medium
CS2957,19,65.84210526315789,103,36,Medium
CS2958,13,59.84615384615385,93,40,Low
CS2959,16,70.25,105,36,Medium
CS2960,16,73.625,98,40,Medium
CS2961,30,72.76666666666667,105,38,High
CS2962,23,71.26086956521739,105,37,High
CS2963,16,69.3125,99,36,Medium
CS2964,21,64.9047619047619,102,37,Medium
CS2965,13,61.0,90,38,Low
CS2966,18,63.5,99,37,Medium
CS2967,21,67.85714285714286,103,35,Medium
CS2968,24,68.70833333333333,91,36,Medium
CS2969,18,73.0,103,45,Medium
CS2970,21,71.23809523809524,103,36,Medium
CS2971,16,64.3125,98,37,Medium
CS2972,19,68.47368421052632,103,35,Medium
CS2973,19,69.3157894736842,105,39,Medium
CS2974,19,72.0,104,43,Medium
CS2975,22,63.04545454545455,104,37,Medium
CS2976,14,64.07142857142857,104,36,Medium
CS2977,21,70.95238095238095,98,38,Medium
CS2978,20,73.5,104,37,Medium
CS2979,20,69.9,105,36,Medium
CS2980,21,74.38095238095238,104,41,Medium
CS2981,18,76.05555555555556,103,35,Medium
CS2982,22,70.13636363636364,99,42,Medium
CS2983,23,66.26086956521739,104,35,Medium
CS2984,29,67.41379310344827,104,37,Medium
CS2985,16,70.8125,98,35,Medium
CS2986,25,68.8,101,37,Medium
CS2987,20,75.4,104,38,Medium
CS2988,22,70.13636363636364,105,35,Medium
CS2989,26,65.46153846153847,97,40,Medium
CS2990,27,65.37037037037037,99,35,Medium
CS2991,22,71.27272727272727,105,37,Medium
CS2992,16,64.4375,96,37,Low
CS2993,16,74.375,105,35,Medium
CS2994,22,66.81818181818181,104,36,Medium
CS2995,14,56.714285714285715,91,36,Low
CS2996,25,68.76,105,35,High
CS2997,21,71.57142857142857,105,36,Medium
CS2998,21,69.33333333333333,103,36,Medium
CS2999,19,66.42105263157895,104,35,Medium
CS3000,20,68.95,97,35,Medium
CS3001,15,79.53333333333333,102,44,Medium
CS3002,22,63.36363636363637,96,37,Low
CS3003,17,71.3529411764706,101,36,Medium
CS3004,24,80.79166666666667,104,37,High
CS3005,23,75.65217391304348,104,40,High
CS3006,24,72.16666666666667,104,39,High
